field_id,region,crop_type,growth_stage,avg_temp_c,avg_humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,ndvi_index,pest_pressure_score,intervention_required
PLOT_201,Zone_B_West,Tomato,Flowering,34.12,80.11,12.53,8.21,120.44,59.11,222.04,0.399,64.6,1
PLOT_115,Zone_C_South,Cotton,Vegetative,25.97,41.16,64.93,6.95,147.4,31.04,174.76,0.621,32.5,0
PLOT_165,Zone_B_West,Soybean,Maturation,32.01,40.68,49.13,7.05,107.79,39.45,238.36,0.344,31.6,0
PLOT_244,Zone_D_East,Sugarcane,Vegetative,35.05,75.08,46.68,7.17,168.38,58.56,134.34,0.332,68.8,1
PLOT_218,Zone_B_West,Soybean,Fruiting,30.57,84.48,57.3,6.97,100.19,31.52,236.59,0.484,70.5,0
PLOT_223,Zone_A_North,Soybean,Vegetative,27.58,82.2,,7.35,95.81,69.44,166.33,0.553,69.1,0
PLOT_243,Zone_A_North,wheat,Flowering,31.0,33.91,60.25,9.27,90.55,33.03,165.26,0.328,32.9,0
PLOT_201,Zone_C_South,Cotton,Flowering,26.43,82.55,34.31,8.3,91.5,36.67,96.97,0.414,74.5,1
PLOT_165,Zone_A_North,Cotton,Vegetative,24.81,65.95,54.24,6.7,146.24,48.14,180.54,0.578,44.7,0
PLOT_112,Zone_C_South,Sugarcane,Flowering,30.4,55.31,60.7,8.18,126.97,21.6,268.82,0.517,29.7,0
PLOT_210,Zone_D_East,Tomato,Flowering,32.4,53.77,46.39,7.38,142.25,22.97,189.4,0.535,60.9,0
PLOT_133,Zone_A_North,Wheat,Fruiting,29.0,,41.16,5.84,70.21,75.02,153.27,0.458,44.2,0
PLOT_138,Zone_A_North,Wheat,Maturation,31.41,70.25,47.64,5.81,142.62,47.02,198.46,0.421,58.7,0
PLOT_235,Zone_C_South,Wheat,Flowering,40.49,81.86,54.5,6.75,178.0,58.75,153.25,0.674,60.9,0
PLOT_219,Zone_D_East,Soybean,Flowering,34.84,57.49,59.27,7.72,118.92,56.71,177.76,0.447,35.3,0
PLOT_225,Zone_D_East,Cotton,Flowering,25.56,59.15,15.08,6.85,92.64,47.28,163.77,0.421,64.0,0
PLOT_154,Zone_B_West,Wheat,Fruiting,29.46,74.68,,7.71,100.73,43.61,160.46,0.53,58.3,0
PLOT_126,Zone_C_South,Cotton,Flowering,30.07,55.49,48.32,7.54,91.62,31.49,148.51,0.365,44.1,0
PLOT_217,Zone_C_South,Sugarcane,Flowering,24.13,74.84,43.4,7.18,91.3,65.42,209.48,0.428,48.9,0
PLOT_152,Zone_D_East,Sugarcane,FLOWERING,31.7,51.6,46.51,6.62,166.26,37.92,158.88,0.586,47.5,0
PLOT_138,Zone_C_South,Soybean,Maturation,24.57,89.46,42.84,6.41,195.92,37.0,179.85,0.563,79.5,0
PLOT_164,Zone_A_North,Cotton,Flowering,32.0,88.92,36.26,6.49,111.79,5.41,129.69,0.525,78.1,0
PLOT_244,Zone_A_North,Cotton,Vegetative,38.55,56.17,38.99,7.41,117.36,66.83,174.19,0.331,62.0,0
PLOT_112,Zone_A_North,Wheat,Flowering,27.84,65.75,32.16,6.88,111.91,42.86,152.0,0.471,31.8,0
PLOT_120,Zone_C_South,Wheat,Fruiting,30.77,66.47,38.37,6.83,72.15,33.4,183.04,0.265,74.0,1
PLOT_246,Zone_B_West,Cotton,Maturation,30.02,63.4,71.19,6.26,105.31,72.35,236.24,0.585,51.0,0
PLOT_152,Zone_B_West,Cotton,Fruiting,23.64,52.99,55.57,,116.13,15.21,156.79,0.355,46.8,0
PLOT_118,Zone_D_East,Sugarcane,Maturation,24.67,66.26,40.18,7.47,49.33,26.18,119.29,0.186,48.9,0
PLOT_156,Zone_C_South,Wheat,Vegetative,30.37,47.23,37.73,9.0,70.93,24.87,215.58,0.511,50.3,0
PLOT_124,Zone_D_East,Wheat,Flowering,29.18,83.44,46.94,6.92,140.71,51.87,184.91,,73.6,0
PLOT_130,Zone_C_South,Tomato,Fruiting,27.81,84.23,35.71,8.19,143.25,45.92,160.56,0.476,63.9,0
PLOT_180,Zone_B_West,Sugarcane,Vegetative,33.35,81.18,67.54,6.51,132.77,47.7,159.3,0.661,76.0,0
PLOT_122,Zone_A_North,Soybean,Flowering,30.92,82.02,51.38,5.63,107.77,60.05,180.8,0.418,75.3,0
PLOT_131,Zone_C_South,Soybean,Fruiting,39.96,73.91,22.61,6.16,98.62,47.18,142.17,0.414,56.6,0
PLOT_173,Zone_B_West,Cotton,Fruiting,23.67,54.09,23.35,7.46,97.23,46.78,202.25,0.377,42.3,0
PLOT_109,Zone_B_West,Soybean,Maturation,26.42,49.24,29.97,,111.13,14.01,142.35,0.465,41.1,0
PLOT_153,Zone_B_West,Sugarcane,Maturation,36.06,52.11,41.16,6.65,81.28,49.57,183.34,0.406,42.6,0
PLOT_151,Zone_A_North,Wheat,Vegetative,37.28,70.42,21.32,7.08,134.9,29.54,202.45,0.413,76.8,1
PLOT_247,Zone_B_West,Cotton,Maturation,24.03,48.95,49.1,7.47,146.39,49.02,144.54,0.614,58.5,0
PLOT_213,Zone_D_East,Cotton,Vegetative,26.48,67.09,41.15,6.02,158.0,51.49,205.71,0.444,60.9,0
PLOT_113,Zone_B_West,Cotton,Fruiting,27.57,71.68,35.14,,165.14,56.14,193.12,0.447,50.7,0
PLOT_209,Zone_B_West,Cotton,Vegetative,35.82,62.78,47.07,6.61,33.47,84.67,191.65,0.337,55.8,0
PLOT_152,Zone_C_South,Cotton,Vegetative,27.79,65.44,77.44,7.55,158.61,69.84,191.49,,36.8,0
PLOT_178,Zone_C_South,Wheat,Maturation,27.62,96.28,34.25,7.33,129.34,64.64,102.28,,70.4,0
PLOT_121,Zone_C_South,Wheat,Vegetative,27.13,64.62,72.3,6.44,90.34,34.81,209.06,0.601,50.0,0
PLOT_129,Zone_B_West,Wheat,Fruiting,29.07,69.84,39.2,5.94,100.13,79.66,165.35,0.415,47.8,0
PLOT_103,Zone_B_West,Wheat,Vegetative,30.29,79.12,36.1,7.58,107.96,50.74,190.82,0.401,51.8,0
PLOT_158,Zone_D_East,Cotton,Vegetative,38.27,75.86,35.29,6.0,87.26,79.59,205.36,0.381,57.7,0
PLOT_107,Zone_A_North,Sugarcane,Vegetative,36.11,75.02,60.36,6.85,110.07,55.97,166.19,0.371,60.2,0
PLOT_111,Zone_B_West,Wheat,Flowering,22.87,68.3,44.59,6.6,108.4,6.01,170.01,0.428,60.5,0
PLOT_218,Zone_A_North,Tomato,Vegetative,27.52,68.33,39.31,6.05,72.9,59.15,169.53,,43.3,0
PLOT_133,Zone_B_West,Soybean,Vegetative,28.61,,,6.26,128.52,50.42,209.45,0.307,44.9,1
PLOT_181,Zone_A_North,Sugarcane,Fruiting,26.19,85.83,23.69,6.62,156.98,37.93,223.12,0.376,44.2,0
PLOT_197,Zone_C_South,Soybean,Vegetative,33.71,57.89,60.29,6.58,112.53,52.78,200.36,0.415,56.5,0
PLOT_226,Zone_B_West,Cotton,Flowering,35.51,75.54,64.23,6.84,124.46,44.18,244.78,0.623,63.6,0
PLOT_174,Zone_D_East,Wheat,Maturation,26.01,62.19,65.87,6.49,105.41,51.75,259.92,0.596,48.4,0
PLOT_204,Zone_A_North,Tomato,Flowering,28.56,102.38,29.53,7.67,136.95,39.22,206.38,0.39,84.8,1
PLOT_148,Zone_C_South,Wheat,Flowering,33.16,,53.77,7.85,147.5,44.19,271.53,0.531,56.5,0
PLOT_178,Zone_D_East,Tomato,Fruiting,34.06,93.4,32.37,6.15,109.91,37.37,179.47,0.434,76.8,0
PLOT_192,Zone_C_South,Sugarcane,Fruiting,25.88,63.47,,6.28,110.27,37.14,216.61,0.6,46.9,0
PLOT_117,Zone_B_West,Cotton,Fruiting,30.99,73.76,57.22,6.93,144.17,46.85,198.06,0.503,68.4,1
PLOT_195,Zone_D_East,Cotton,Maturation,24.9,65.21,47.48,6.38,115.04,54.82,296.89,0.377,46.4,0
PLOT_137,Zone_A_North,Sugarcane,Vegetative,33.99,84.03,30.03,6.55,60.2,26.94,132.46,0.261,80.5,1
PLOT_186,Zone_A_North,Wheat,Maturation,24.72,66.57,63.78,6.65,113.35,40.28,185.16,0.472,59.6,1
PLOT_187,Zone_D_East,Cotton,Maturation,29.08,68.87,47.6,6.03,119.03,42.17,129.31,0.474,67.9,0
PLOT_149,Zone_A_North,Soybean,Maturation,26.03,66.24,54.99,6.48,99.44,61.04,131.67,0.549,39.7,0
PLOT_107,Zone_C_South,Sugarcane,Flowering,23.39,71.79,23.01,5.85,118.36,49.11,215.83,0.286,60.5,1
PLOT_233,Zone_D_East,Wheat,Maturation,25.53,53.87,27.33,6.82,152.27,27.01,105.76,0.421,27.9,0
PLOT_168,Zone_A_North,Cotton,Vegetative,26.7,38.48,38.18,8.77,99.27,49.36,61.31,0.338,24.0,1
PLOT_220,Zone_C_South,Tomato,Fruiting,34.99,70.53,88.96,,101.95,51.84,228.04,0.59,45.3,0
PLOT_163,Zone_A_North,Sugarcane,Vegetative,26.05,90.58,25.66,5.93,127.23,56.63,278.8,0.247,73.1,1
PLOT_238,Zone_C_South,Sugarcane,Fruiting,28.88,60.07,37.76,5.29,123.56,35.92,202.27,0.461,58.4,0
PLOT_220,Zone_B_West,Tomato,Flowering,25.0,74.21,40.36,6.52,112.11,49.89,209.55,0.575,68.4,0
PLOT_164,Zone_C_South,Cotton,Vegetative,33.29,47.23,65.66,6.49,92.52,47.38,156.78,0.551,54.6,0
PLOT_206,Zone_A_North,Cotton,Maturation,33.99,58.32,49.65,6.41,100.48,47.66,113.48,0.46,60.1,0
PLOT_246,Zone_C_South,Soybean,Flowering,32.58,65.58,21.7,8.15,192.36,45.67,194.72,0.502,72.3,1
PLOT_236,Zone_A_North,Soybean,Fruiting,26.66,64.64,39.06,6.88,84.19,77.43,200.68,0.479,38.9,0
PLOT_199,Zone_D_East,Cotton,Vegetative,25.04,78.41,37.67,7.78,100.46,80.79,154.45,0.376,58.7,0
PLOT_181,Zone_D_East,Wheat,Maturation,23.71,43.2,22.31,7.57,133.87,60.84,126.03,0.337,31.7,1
PLOT_242,Zone_B_West,Soybean,Flowering,32.5,62.96,45.14,5.87,208.62,42.03,184.44,0.684,46.2,0
PLOT_150,Zone_C_South,Cotton,Flowering,26.11,57.49,49.03,7.59,119.47,55.14,199.99,0.446,37.4,0
PLOT_240,Zone_B_West,Tomato,Flowering,32.93,54.07,61.02,6.74,127.23,42.29,213.67,0.648,53.4,0
PLOT_182,Zone_D_East,Wheat,Fruiting,24.05,56.23,52.54,5.71,83.57,43.82,132.13,0.559,51.5,0
PLOT_211,Zone_C_South,Cotton,Fruiting,27.42,68.27,27.3,6.23,88.89,38.74,142.81,0.399,42.9,0
PLOT_155,Zone_C_South,Wheat,Flowering,26.13,,42.48,7.73,123.41,20.89,146.97,0.622,54.5,0
PLOT_244,Zone_B_West,Soybean,Flowering,24.78,62.64,71.35,6.64,139.4,7.95,172.24,0.523,38.4,0
PLOT_159,Zone_B_West,Tomato,Flowering,19.43,48.78,50.89,6.45,101.72,37.77,131.05,0.64,18.1,0
PLOT_219,Zone_C_South,Sugarcane,Maturation,21.62,61.8,52.02,7.52,96.96,34.28,124.35,0.423,61.2,0
PLOT_237,Zone_C_South,Tomato,Fruiting,34.37,78.52,32.47,7.86,74.75,33.89,161.91,0.234,55.7,0
PLOT_122,Zone_C_South,Wheat,Flowering,24.15,45.29,35.78,7.13,149.09,63.77,169.12,0.463,26.4,0
PLOT_248,Zone_B_West,Wheat,Vegetative,31.98,56.44,,6.54,132.49,32.56,154.27,0.398,54.9,0
PLOT_112,Zone_A_North,Soybean,Flowering,28.58,51.24,45.49,7.71,149.39,26.6,208.41,0.668,57.6,0
PLOT_200,Zone_D_East,Tomato,Maturation,26.71,51.74,47.5,5.31,121.36,61.68,170.92,0.514,55.9,0
PLOT_123,Zone_D_East,Soybean,Vegetative,26.3,62.09,46.94,6.9,144.57,42.1,184.37,0.454,36.6,0
PLOT_207,Zone_B_West,Soybean,Fruiting,28.07,57.32,61.36,7.64,108.05,34.98,213.58,0.385,31.7,0
PLOT_110,Zone_C_South,Cotton,Vegetative,31.96,54.72,47.79,7.77,102.43,41.84,136.29,,51.0,0
PLOT_116,Zone_D_East,Wheat,Vegetative,22.12,65.23,14.98,8.21,107.89,58.46,237.86,0.472,66.7,1
PLOT_124,Zone_D_East,Tomato,Vegetative,28.16,46.19,38.34,7.8,104.29,43.46,237.64,0.265,43.0,0
PLOT_193,Zone_D_East,Cotton,Maturation,30.5,88.95,43.11,7.07,136.45,44.56,120.49,0.478,74.2,1
PLOT_120,Zone_D_East,Cotton,Maturation,32.37,58.2,36.95,6.1,73.06,44.25,137.82,0.329,41.1,0
PLOT_183,Zone_C_South,Sugarcane,Vegetative,33.75,60.5,41.77,6.62,118.15,48.47,118.33,0.395,56.2,0
PLOT_239,Zone_B_West,Cotton,Flowering,27.55,60.89,35.06,6.63,68.46,35.47,149.48,0.382,59.4,0
PLOT_136,Zone_C_South,Soybean,Vegetative,21.21,53.37,63.84,6.14,156.62,19.66,143.16,0.641,34.4,0
PLOT_141,Zone_C_South,Wheat,Fruiting,30.61,80.02,24.9,4.49,138.69,47.84,127.87,0.465,69.9,1
PLOT_244,Zone_D_East,Soybean,Fruiting,27.88,68.09,25.0,6.82,95.41,32.85,265.42,0.291,74.6,1
PLOT_200,Zone_D_East,Sugarcane,Vegetative,34.76,34.92,21.88,6.03,129.16,49.3,185.94,0.491,25.9,0
PLOT_147,Zone_C_South,Sugarcane,Vegetative,29.54,50.14,56.61,6.96,131.86,26.37,186.42,0.509,44.1,0
PLOT_202,Zone_C_South,Cotton,Fruiting,34.82,57.26,22.02,5.77,75.07,57.02,128.85,0.293,48.6,1
PLOT_127,Zone_C_South,Cotton,Fruiting,25.77,,53.19,5.68,124.07,33.71,162.13,0.552,82.8,0
PLOT_140,Zone_A_North,Cotton,Vegetative,34.82,,42.98,6.38,136.76,40.29,195.8,0.501,63.3,0
PLOT_198,Zone_D_East,Cotton,Flowering,29.32,63.36,40.99,7.54,130.88,30.89,168.7,0.452,45.7,0
PLOT_146,Zone_B_West,Sugarcane,Fruiting,30.67,,50.97,6.94,143.82,60.21,238.8,0.487,72.8,0
PLOT_245,Zone_B_West,Cotton,Flowering,19.57,74.28,70.69,7.28,95.89,51.21,186.84,0.565,34.8,0
PLOT_204,Zone_B_West,Wheat,Flowering,34.27,90.72,26.67,5.98,141.58,28.46,234.81,0.522,46.0,0
PLOT_223,Zone_A_North,Wheat,Flowering,27.54,58.28,,6.88,162.18,78.92,228.33,0.369,57.0,0
PLOT_112,Zone_A_North,Sugarcane,Flowering,31.07,60.16,21.34,6.09,118.09,31.58,163.23,0.361,71.4,1
PLOT_240,Zone_B_West,Wheat,Flowering,26.79,67.57,47.89,7.74,114.65,31.68,151.42,0.338,43.6,0
PLOT_199,Zone_B_West,Tomato,Maturation,34.49,56.14,37.36,,121.83,51.07,201.46,0.456,44.1,0
PLOT_130,Zone_B_West,Sugarcane,Vegetative,29.68,74.39,28.46,6.37,88.65,63.93,117.65,0.361,67.8,0
PLOT_229,Zone_C_South,Soybean,Flowering,29.26,50.17,38.04,8.05,137.11,46.49,249.03,,53.7,1
PLOT_115,Zone_D_East,Soybean,Vegetative,38.35,47.24,29.61,6.67,108.55,49.47,153.9,0.416,59.0,0
PLOT_236,Zone_A_North,Wheat,Vegetative,15.54,64.33,57.08,8.08,132.96,47.67,168.85,0.378,29.1,0
PLOT_172,Zone_A_North,Soybean,Fruiting,26.37,82.76,15.25,5.86,151.75,37.24,137.87,0.328,61.5,1
PLOT_153,Zone_C_South,Sugarcane,Maturation,27.69,70.91,66.4,5.86,118.54,47.44,194.41,0.558,42.7,0
PLOT_199,Zone_A_North,Tomato,Vegetative,24.19,74.8,65.48,7.24,140.97,61.8,249.13,0.521,39.0,0
PLOT_208,Zone_B_West,Tomato,Maturation,30.23,85.01,32.15,6.15,84.55,68.71,173.88,0.385,78.6,1
PLOT_186,Zone_A_North,Wheat,Vegetative,21.54,70.19,49.42,7.13,114.64,54.62,205.03,0.568,47.9,0
PLOT_236,Zone_C_South,Cotton,Flowering,21.75,60.85,81.18,5.98,134.26,61.26,212.51,0.679,33.0,0
PLOT_107,Zone_D_East,Sugarcane,Vegetative,30.77,82.47,48.5,5.81,83.88,54.62,257.55,0.51,53.0,0
PLOT_106,Zone_B_West,Sugarcane,Flowering,23.74,,29.81,7.57,163.03,39.41,178.82,0.376,64.0,0
PLOT_135,Zone_A_North,Cotton,Flowering,31.16,56.2,59.09,8.45,143.56,58.68,214.64,0.489,43.6,0
PLOT_117,Zone_B_West,Cotton,Flowering,25.39,54.81,53.63,6.69,102.33,26.02,124.61,0.365,45.1,0
PLOT_102,Zone_D_East,Cotton,Flowering,24.14,64.37,29.18,7.31,119.36,42.21,123.47,0.42,41.2,0
PLOT_127,Zone_A_North,Sugarcane,Flowering,23.37,75.79,31.53,6.66,119.49,73.08,185.14,0.433,69.8,0
PLOT_169,Zone_B_West,Tomato,Flowering,23.55,53.33,41.77,7.3,107.99,40.52,190.76,0.405,49.5,0
PLOT_248,Zone_C_South,Soybean,Flowering,26.27,66.61,69.7,4.26,68.74,46.3,211.26,0.56,48.0,0
PLOT_127,Zone_C_South,Cotton,Maturation,24.35,75.87,27.89,6.33,101.3,34.04,222.03,0.408,59.7,0
PLOT_153,Zone_D_East,Wheat,Fruiting,27.85,62.04,40.25,8.39,141.02,29.1,115.45,0.472,55.3,0
PLOT_164,Zone_D_East,Wheat,Vegetative,18.83,68.38,69.99,7.13,123.24,49.04,186.37,,43.3,0
PLOT_199,Zone_D_East,Cotton,Vegetative,24.1,70.88,37.72,6.75,146.5,47.42,222.94,0.595,71.4,1
PLOT_120,Zone_A_North,Soybean,Fruiting,35.0,74.04,60.88,7.27,90.4,65.47,253.07,0.519,57.0,0
PLOT_112,Zone_D_East,Cotton,Vegetative,21.96,65.96,42.89,7.53,145.38,22.24,139.43,0.429,29.5,0
PLOT_156,Zone_A_North,Sugarcane,Fruiting,25.05,63.51,68.46,5.08,139.49,53.12,205.43,0.448,56.8,0
PLOT_148,Zone_B_West,Tomato,Flowering,34.94,77.2,60.64,6.58,99.9,51.51,100.4,0.503,54.3,0
PLOT_217,Zone_C_South,Tomato,Flowering,28.29,34.21,47.53,5.79,124.28,37.19,121.92,0.425,34.2,0
PLOT_153,Zone_B_West,Wheat,Vegetative,19.54,75.33,43.72,8.52,99.97,56.83,164.73,0.327,41.5,0
PLOT_237,Zone_C_South,Wheat,Maturation,31.6,72.0,31.34,5.59,136.22,22.4,177.62,0.34,47.4,0
PLOT_152,Zone_D_East,Cotton,Maturation,34.66,83.28,18.95,6.66,169.61,24.73,127.81,0.288,84.8,1
PLOT_143,Zone_B_West,Sugarcane,Maturation,28.37,71.9,44.71,7.3,126.38,17.36,200.13,0.562,62.6,0
PLOT_146,Zone_B_West,Tomato,Vegetative,25.6,52.55,51.53,7.3,94.14,38.24,125.82,0.413,37.3,0
PLOT_152,Zone_D_East,Wheat,Fruiting,19.44,66.23,57.03,5.94,110.34,49.21,176.47,0.423,43.8,0
PLOT_173,Zone_B_West,Wheat,Flowering,25.97,53.25,78.78,5.99,192.69,48.9,214.15,0.569,48.5,0
PLOT_145,Zone_A_North,Tomato,Fruiting,22.02,78.76,24.51,6.18,80.85,36.19,240.17,0.205,44.9,1
PLOT_112,Zone_C_South,Soybean,Vegetative,28.46,35.47,42.89,6.39,99.31,70.19,250.71,,36.1,0
PLOT_201,Zone_D_East,Tomato,Fruiting,32.8,45.78,52.04,6.45,123.83,47.12,149.62,0.609,65.4,1
PLOT_123,Zone_A_North,Cotton,Maturation,23.36,50.59,29.93,7.33,163.75,16.44,197.12,0.477,35.8,0
PLOT_101,Zone_A_North,Cotton,Vegetative,32.06,45.47,53.52,6.32,77.76,74.79,224.46,0.637,50.9,0
PLOT_180,Zone_D_East,Wheat,Vegetative,19.38,61.1,49.5,7.04,93.5,70.89,263.22,0.493,39.6,0
PLOT_199,Zone_B_West,Wheat,Vegetative,27.21,59.97,39.25,6.26,62.7,58.33,209.68,0.346,52.0,0
PLOT_241,Zone_C_South,Sugarcane,Vegetative,18.05,74.95,22.3,7.16,108.19,50.37,140.36,0.436,45.7,0
PLOT_237,Zone_A_North,Cotton,Flowering,29.45,42.08,44.01,7.05,87.54,47.35,155.72,0.422,40.2,0
PLOT_230,Zone_B_West,Wheat,Fruiting,34.36,58.57,51.48,6.54,151.62,28.9,206.69,0.446,39.8,0
PLOT_210,Zone_D_East,Tomato,Vegetative,26.24,68.13,17.95,6.12,75.58,46.86,180.89,0.299,64.0,1
PLOT_201,Zone_D_East,Wheat,Flowering,29.34,53.82,39.83,6.37,162.67,45.76,160.37,0.486,57.1,0
PLOT_116,Zone_C_South,Soybean,Flowering,25.88,45.17,40.03,6.17,161.2,49.07,239.41,0.477,43.6,0
PLOT_111,Zone_D_East,Cotton,Vegetative,30.34,73.47,58.73,6.86,106.78,37.76,98.5,0.455,40.0,0
PLOT_215,Zone_C_South,Soybean,Flowering,32.72,71.83,28.2,7.44,44.45,18.05,151.78,0.472,50.8,0
PLOT_123,Zone_D_East,Wheat,Vegetative,28.43,39.53,52.17,7.19,134.9,59.1,232.6,0.502,54.2,0
PLOT_128,Zone_D_East,Soybean,Flowering,25.74,59.85,54.49,7.46,155.28,42.88,153.92,0.554,46.1,0
PLOT_221,Zone_A_North,Wheat,Vegetative,29.99,57.63,47.53,5.96,81.0,39.42,136.51,0.292,49.7,0
PLOT_189,Zone_B_West,Cotton,Fruiting,37.94,86.79,58.34,6.77,98.67,51.76,262.77,0.377,74.7,0
PLOT_164,Zone_A_North,Soybean,Vegetative,30.14,,75.47,6.26,126.49,61.36,180.35,0.608,42.8,0
PLOT_183,Zone_C_South,Wheat,Maturation,21.88,59.6,59.3,6.84,104.01,33.68,198.84,0.517,31.9,0
PLOT_218,Zone_A_North,Cotton,Fruiting,38.34,74.12,38.27,7.3,178.31,53.95,268.49,0.384,65.3,1
PLOT_115,Zone_D_East,Tomato,Vegetative,24.26,63.56,,6.43,119.1,53.57,196.31,,40.8,0
PLOT_203,Zone_D_East,Tomato,Flowering,24.42,77.85,62.4,5.54,133.55,52.28,115.88,0.609,61.9,0
PLOT_191,Zone_B_West,Wheat,Vegetative,33.74,41.21,33.43,5.99,147.55,50.75,206.41,0.448,41.3,0
PLOT_126,Zone_C_South,Wheat,Fruiting,26.32,49.54,54.21,5.17,67.72,53.9,192.63,,28.3,0
PLOT_233,Zone_D_East,Wheat,Flowering,31.09,61.22,48.51,6.82,128.59,44.99,129.36,0.391,59.7,0
PLOT_234,Zone_B_West,Wheat,Fruiting,30.71,70.86,53.78,6.46,103.64,56.86,201.47,0.583,75.2,0
PLOT_132,Zone_B_West,Tomato,Vegetative,30.79,65.05,24.27,6.33,99.04,45.39,244.56,0.242,48.4,0
PLOT_154,Zone_D_East,Sugarcane,Vegetative,36.01,72.34,42.83,5.63,106.2,69.18,195.77,0.509,64.8,0
PLOT_106,Zone_D_East,Cotton,Flowering,27.11,60.96,35.47,6.33,116.28,65.55,199.14,0.277,54.3,0
PLOT_156,Zone_C_South,Tomato,Vegetative,28.68,49.29,49.32,6.69,100.71,64.67,220.01,0.455,26.6,0
PLOT_225,Zone_B_West,Sugarcane,Flowering,23.73,,56.03,6.61,119.92,13.94,219.3,0.427,42.5,0
PLOT_111,Zone_B_West,Sugarcane,Vegetative,32.38,46.64,18.04,7.52,87.48,34.9,168.81,0.378,59.9,0
PLOT_115,Zone_B_West,Cotton,Maturation,29.57,53.38,,6.11,150.26,74.54,207.37,,49.3,0
PLOT_142,Zone_C_South,Cotton,Fruiting,35.04,48.58,67.39,6.77,112.58,21.64,141.66,0.438,44.8,0
PLOT_216,Zone_B_West,Sugarcane,Vegetative,30.41,67.19,67.73,7.68,147.27,77.83,232.37,0.568,62.3,0
PLOT_234,Zone_A_North,Wheat,Flowering,37.5,64.04,68.83,7.6,160.15,51.28,210.1,0.721,60.1,0
PLOT_210,Zone_A_North,Cotton,Flowering,27.84,51.34,57.67,7.54,172.91,44.2,137.11,0.543,34.5,0
PLOT_150,Zone_B_West,Wheat,Fruiting,29.72,55.48,64.81,6.63,117.81,35.88,261.64,0.442,41.9,0
PLOT_174,Zone_A_North,Wheat,Flowering,28.86,60.78,39.41,6.71,60.89,45.43,127.74,0.355,50.2,0
PLOT_107,Zone_A_North,Sugarcane,Vegetative,24.89,72.6,44.36,6.6,131.33,44.28,144.0,0.397,50.6,0
PLOT_144,Zone_C_South,Sugarcane,Vegetative,18.32,65.34,22.33,7.33,121.27,32.31,153.78,0.422,55.8,0
PLOT_158,Zone_B_West,Cotton,Flowering,29.67,68.42,37.52,6.02,116.05,25.89,208.33,0.409,66.6,1
PLOT_231,Zone_C_South,Cotton,Maturation,20.18,70.19,58.44,7.32,132.33,25.7,197.04,0.629,42.9,0
PLOT_203,Zone_B_West,Sugarcane,Maturation,30.91,64.74,53.16,6.04,140.65,64.41,203.62,0.485,55.1,0
PLOT_197,Zone_D_East,Wheat,Vegetative,34.51,67.56,6.56,7.29,123.14,54.94,249.82,0.197,72.6,1
PLOT_178,Zone_A_North,Sugarcane,Fruiting,28.19,63.29,46.52,7.32,112.99,51.31,134.55,0.41,42.4,0
PLOT_223,Zone_C_South,Soybean,Maturation,30.49,82.68,38.08,7.49,145.23,29.7,245.8,0.535,53.4,0
PLOT_103,Zone_C_South,Wheat,Vegetative,30.66,71.35,41.15,7.28,156.69,51.09,148.66,0.467,40.3,0
PLOT_189,Zone_D_East,Soybean,Fruiting,33.44,87.01,67.09,7.15,169.7,70.26,161.4,0.551,54.9,0
PLOT_203,Zone_D_East,Soybean,Flowering,27.99,80.22,29.09,8.53,141.95,39.52,134.6,0.364,45.8,0
PLOT_236,Zone_A_North,Wheat,Fruiting,22.22,62.62,31.19,5.74,98.43,42.53,173.97,0.385,51.1,0
PLOT_218,Zone_A_North,Wheat,Flowering,19.4,62.64,71.3,7.9,198.61,51.77,235.97,0.481,34.6,0
PLOT_232,Zone_B_West,Tomato,Maturation,26.7,45.11,42.37,8.24,96.69,22.56,235.01,0.553,35.6,0
PLOT_155,Zone_B_West,Wheat,Vegetative,20.02,51.68,60.41,6.51,121.98,67.9,188.69,0.559,28.6,0
PLOT_195,Zone_D_East,Soybean,Fruiting,28.7,77.12,47.66,7.56,176.18,58.03,117.35,0.54,49.4,0
PLOT_174,Zone_A_North,Sugarcane,Vegetative,29.81,76.54,46.53,8.17,127.05,55.05,154.0,0.384,60.5,0
PLOT_242,Zone_A_North,Cotton,Flowering,25.76,40.75,31.89,6.76,207.77,46.17,151.92,0.561,25.9,0
PLOT_131,Zone_D_East,Wheat,Maturation,32.34,80.78,,6.71,110.32,25.98,126.56,,64.5,0
PLOT_127,Zone_D_East,Cotton,Fruiting,29.33,79.21,56.99,6.15,103.56,53.94,150.17,0.675,58.0,0
PLOT_121,Zone_C_South,Cotton,Vegetative,25.06,78.41,38.93,8.66,132.1,41.77,202.41,0.407,68.5,1
PLOT_116,Zone_D_East,Sugarcane,Flowering,26.13,71.15,45.13,7.8,99.37,60.2,166.69,0.435,49.8,0
PLOT_158,Zone_C_South,Tomato,Vegetative,35.52,71.1,54.37,,160.76,41.71,182.44,0.6,53.1,0
PLOT_189,Zone_B_West,Soybean,Vegetative,19.66,62.78,32.57,7.43,100.16,79.27,174.02,0.372,46.1,0
PLOT_205,Zone_D_East,Cotton,Fruiting,27.25,57.4,20.0,6.63,140.21,34.25,171.68,,49.3,0
PLOT_125,Zone_D_East,Tomato,Flowering,29.53,,46.76,5.6,138.34,35.66,242.13,0.489,77.9,1
